('M0P1', 'M0P2') [[30.496181]]
('N102', 'N131') [[17.91909]]
('N51', 'N87') [[17.919083]]
('N187', 'N241') [[17.91904]]
('N22', 'N55') [[17.919014]]
('N56', 'N180') [[17.918856]]
('N61', 'N77') [[17.91871]]
('N244', 'N251') [[17.918615]]
('N32', 'N219') [[17.91859]]
('N74', 'N190') [[17.918531]]
('N69', 'N126') [[17.918524]]
('N74', 'N139') [[17.918419]]
('N80', 'N245') [[17.918337]]
('N69', 'N233') [[17.918314]]
('N129', 'N244') [[17.918192]]
('N149', 'N251') [[17.918104]]
('N24', 'N136') [[17.918001]]
('N39', 'N73') [[17.917942]]
('N129', 'N226') [[17.917778]]
('N130', 'N207') [[17.917667]]
('N58', 'N100') [[17.91706]]
('N40', 'N241') [[17.916803]]
('N22', 'N33') [[17.916683]]
('N65', 'N74') [[17.916601]]
('N23', 'N185') [[17.916594]]
('N34', 'N226') [[17.916462]]
('N136', 'N247') [[17.916409]]
('N74', 'N168') [[17.916311]]
('N200', 'N219') [[17.916084]]
('N19', 'N52') [[17.915922]]
('N42', 'N74') [[17.915745]]
('N68', 'N191') [[17.915726]]
('N21', 'N143') [[17.915699]]
('N144', 'N250') [[17.915573]]
('N54', 'N70') [[17.91542]]
('N32', 'N115') [[17.915157]]
('N14', 'N21') [[17.915056]]
('N123', 'N164') [[17.914867]]
('N1', 'N169') [[17.914846]]
('N88', 'N233') [[17.914822]]
('N59', 'N232') [[17.914625]]
('N52', 'N75') [[17.9146]]
('N60', 'N184') [[17.914488]]
('N29', 'N55') [[17.91444]]
('N19', 'N171') [[17.914265]]
('N61', 'N222') [[17.914228]]
('N55', 'N67') [[17.914066]]
('N3', 'N166') [[17.913984]]
('N59', 'N159') [[17.913982]]
('N53', 'N243') [[17.913956]]
('N53', 'N184') [[17.91394]]
('N180', 'N189') [[17.913797]]
('N66', 'N231') [[17.913725]]
('N23', 'N237') [[17.91366]]
('N72', 'N226') [[17.913439]]
('N139', 'N173') [[17.913422]]
('N229', 'N247') [[17.913347]]
('N129', 'N245') [[17.913313]]
('N53', 'N122') [[17.913229]]
('N151', 'N241') [[17.913227]]
('N1', 'N235') [[17.913214]]
('N32', 'N123') [[17.91317]]
('N99', 'N143') [[17.912971]]
('N32', 'N143') [[17.912943]]
('N207', 'N230') [[17.912716]]
('N142', 'N196') [[17.912558]]
('N23', 'N176') [[17.91244]]
('N120', 'N174') [[17.91242]]
('N52', 'N68') [[17.912369]]
('N152', 'N214') [[17.912329]]
('N173', 'N250') [[17.912308]]
('N54', 'N211') [[17.912167]]
('N106', 'N214') [[17.911993]]
('N21', 'N85') [[17.911919]]
('N27', 'N182') [[17.911875]]
('N156', 'N243') [[17.91187]]
('N177', 'N180') [[17.911795]]
('N67', 'N102') [[17.911718]]
('N21', 'N43') [[17.911695]]
('N18', 'N177') [[17.91168]]
('N130', 'N246') [[17.911652]]
('N3', 'N233') [[17.911575]]
('N172', 'N250') [[17.911499]]
('N118', 'N196') [[17.911467]]
('N89', 'N230') [[17.911144]]
('N68', 'N106') [[17.911076]]
('N33', 'N93') [[17.910988]]
('N143', 'N178') [[17.910835]]
('N23', 'N191') [[17.910748]]
('N15', 'N226') [[17.910688]]
('N216', 'N235') [[17.910494]]
('N108', 'N139') [[17.91034]]
('N33', 'N244') [[17.91014]]
('N25', 'N114') [[17.910006]]
('N79', 'N233') [[17.90997]]
('N55', 'N94') [[17.90989]]
('N22', 'N229') [[17.90987]]
('N52', 'N173') [[17.909838]]
('N39', 'N76') [[17.909801]]
('N79', 'N139') [[17.90971]]
('N69', 'N155') [[17.909668]]
('N21', 'N235') [[17.909447]]
('N186', 'N230') [[17.909382]]
('N100', 'N198') [[17.90938]]
('N55', 'N74') [[17.909369]]
('N105', 'N135') [[17.909367]]
('N61', 'N142') [[17.909351]]
('N90', 'N201') [[17.909285]]
('N54', 'N183') [[17.909075]]
('N63', 'N162') [[17.908749]]
('N77', 'N120') [[17.908714]]
('N155', 'N226') [[17.908634]]
('N120', 'N197') [[17.908615]]
('N3', 'N13') [[17.908472]]
('N61', 'N184') [[17.908329]]
('N152', 'N195') [[17.907875]]
('N21', 'N251') [[17.90778]]
('N69', 'N221') [[17.907568]]
('N150', 'N177') [[17.90753]]
('N129', 'N200') [[17.907478]]
('N32', 'N136') [[17.907331]]
('N106', 'N230') [[17.907324]]
('N73', 'N200') [[17.907204]]
('N7', 'N74') [[17.907143]]
('N3', 'N156') [[17.907135]]
('N19', 'N166') [[17.907055]]
('N68', 'N246') [[17.907042]]
('N140', 'N165') [[17.906979]]
('N41', 'N142') [[17.90687]]
('N12', 'N251') [[17.906631]]
('N64', 'N172') [[17.906622]]
('N73', 'N102') [[17.906618]]
('N152', 'N232') [[17.906488]]
('N67', 'N136') [[17.906464]]
('N79', 'N230') [[17.906197]]
('N66', 'N187') [[17.905949]]
('N19', 'N67') [[17.905895]]
('N169', 'N220') [[17.905779]]
('N24', 'N241') [[17.90576]]
('N88', 'N223') [[17.90533]]
('N89', 'N112') [[17.905205]]
('N33', 'N152') [[17.90515]]
('N152', 'N201') [[17.904945]]
('N53', 'N55') [[17.904945]]
('N82', 'N214') [[17.904566]]
('N53', 'N246') [[17.904428]]
('N13', 'N159') [[17.904396]]
('N88', 'N138') [[17.904295]]
('N101', 'N230') [[17.904175]]
('N23', 'N137') [[17.904146]]
('N55', 'N80') [[17.904057]]
('N95', 'N177') [[17.903774]]
('N79', 'N190') [[17.903511]]
('N201', 'N227') [[17.90342]]
('N65', 'N162') [[17.903105]]
('N71', 'N173') [[17.903057]]
('N68', 'N97') [[17.903013]]
('N112', 'N245') [[17.902893]]
('N60', 'N196') [[17.902758]]
('N59', 'N226') [[17.902748]]
('N145', 'N222') [[17.902739]]
('N39', 'N139') [[17.902708]]
('N22', 'N219') [[17.9027]]
('N67', 'N70') [[17.902676]]
('N17', 'N115') [[17.902643]]
('N39', 'N105') [[17.902336]]
('N244', 'N247') [[17.902184]]
('N48', 'N235') [[17.902056]]
('N17', 'N223') [[17.902037]]
('N184', 'N198') [[17.90189]]
('N190', 'N233') [[17.901873]]
('N55', 'N65') [[17.901848]]
('N114', 'N129') [[17.90166]]
('N75', 'N250') [[17.901602]]
('N79', 'N175') [[17.901567]]
('N52', 'N174') [[17.901102]]
('N219', 'N245') [[17.900797]]
('N69', 'N231') [[17.9007]]
('N181', 'N190') [[17.900513]]
('N186', 'N226') [[17.900503]]
('N7', 'N143') [[17.900362]]
('N26', 'N222') [[17.900337]]
('N234', 'N239') [[17.900152]]
('N34', 'N222') [[17.90013]]
('N63', 'N233') [[17.900095]]
('N106', 'N163') [[17.900074]]
('N89', 'N241') [[17.899864]]
('N3', 'N251') [[17.899721]]
('N129', 'N151') [[17.89966]]
('N42', 'N181') [[17.899256]]
('N171', 'N226') [[17.899216]]
('N22', 'N66') [[17.899055]]
('N34', 'N59') [[17.898846]]
('N139', 'N147') [[17.898798]]
('N12', 'N144') [[17.898438]]
('N88', 'N104') [[17.898289]]
('N80', 'N106') [[17.89822]]
('N39', 'N115') [[17.89811]]
('N42', 'N191') [[17.898052]]
('N2', 'N244') [[17.897966]]
('N14', 'N190') [[17.897902]]
('N31', 'N106') [[17.897882]]
('N55', 'N230') [[17.897774]]
('N10', 'N19') [[17.897568]]
('N22', 'N183') [[17.897558]]
('N92', 'N231') [[17.897545]]
('N37', 'N187') [[17.897442]]
('N196', 'N244') [[17.897413]]
('N90', 'N129') [[17.897177]]
('N66', 'N250') [[17.897013]]
('N144', 'N166') [[17.896997]]
('N14', 'N141') [[17.89691]]
('N100', 'N201') [[17.896715]]
('N115', 'N182') [[17.896702]]
('N223', 'N250') [[17.896648]]
('N100', 'N214') [[17.896433]]
('N1', 'N201') [[17.896431]]
('N34', 'N69') [[17.896284]]
('N33', 'N59') [[17.896282]]
('N160', 'N182') [[17.896233]]
('N167', 'N231') [[17.896158]]
('N69', 'N173') [[17.896147]]
('N139', 'N196') [[17.896015]]
('N95', 'N136') [[17.895966]]
('N146', 'N230') [[17.89572]]
('N69', 'N164') [[17.895697]]
('N3', 'N235') [[17.895555]]
('N41', 'N171') [[17.895533]]
('N193', 'N196') [[17.895374]]
('N30', 'N152') [[17.895313]]
('N25', 'N230') [[17.895277]]
('N23', 'N239') [[17.894894]]
('N136', 'N185') [[17.894821]]
('N49', 'N172') [[17.894758]]
('N23', 'N151') [[17.894642]]
('N139', 'N151') [[17.894485]]
('N23', 'N136') [[17.89447]]
('N67', 'N168') [[17.894394]]
('N92', 'N152') [[17.893858]]
('N216', 'N229') [[17.893806]]
('N180', 'N252') [[17.893606]]
('N19', 'N32') [[17.893526]]
('N143', 'N187') [[17.893341]]
('N72', 'N115') [[17.893337]]
('N25', 'N121') [[17.893335]]
('N78', 'N114') [[17.893162]]
('N181', 'N216') [[17.893003]]
('N85', 'N245') [[17.892742]]
('N40', 'N69') [[17.892593]]
('N163', 'N188') [[17.892511]]
('N166', 'N172') [[17.89225]]
('N59', 'N73') [[17.892088]]
('N16', 'N137') [[17.891985]]
('N230', 'N245') [[17.89191]]
('N92', 'N214') [[17.891851]]
('N99', 'N196') [[17.891764]]
('N120', 'N249') [[17.89169]]
('N129', 'N219') [[17.891676]]
('N105', 'N210') [[17.891642]]
('N93', 'N240') [[17.891563]]
('N23', 'N123') [[17.891447]]
('N84', 'N151') [[17.891428]]
('N182', 'N200') [[17.891396]]
('N151', 'N175') [[17.89122]]
('N155', 'N173') [[17.891172]]
('N127', 'N214') [[17.891125]]
('N16', 'N222') [[17.89105]]
('N129', 'N174') [[17.89102]]
('N55', 'N56') [[17.890991]]
('N75', 'N233') [[17.890776]]
('N75', 'N245') [[17.89074]]
('N33', 'N86') [[17.89074]]
('N196', 'N202') [[17.890701]]
('N54', 'N115') [[17.890676]]
('N102', 'N226') [[17.890663]]
('N31', 'N67') [[17.890644]]
('N12', 'N16') [[17.890644]]
('N83', 'N201') [[17.890501]]
('N88', 'N132') [[17.8903]]
('N12', 'N234') [[17.890123]]
('N82', 'N99') [[17.889923]]
('N41', 'N155') [[17.889761]]
('N52', 'N152') [[17.889683]]
('N56', 'N126') [[17.889662]]
('N14', 'N16') [[17.889658]]
('N207', 'N226') [[17.889635]]
('N30', 'N105') [[17.88928]]
('N106', 'N238') [[17.889235]]
('N23', 'N31') [[17.889214]]
('N68', 'N245') [[17.88887]]
('N17', 'N177') [[17.888783]]
('N1', 'N130') [[17.888742]]
('N121', 'N158') [[17.888714]]
('N42', 'N65') [[17.888615]]
('N68', 'N95') [[17.888588]]
('N168', 'N171') [[17.88853]]
('N55', 'N180') [[17.888458]]
('N59', 'N223') [[17.888428]]
('N22', 'N43') [[17.888367]]
('N72', 'N245') [[17.88815]]
('N169', 'N177') [[17.888065]]
('N120', 'N212') [[17.888002]]
('N137', 'N216') [[17.887894]]
('N42', 'N222') [[17.887838]]
('N26', 'N59') [[17.887716]]
('N166', 'N193') [[17.88765]]
('N54', 'N196') [[17.887568]]
('N26', 'N168') [[17.887531]]
('N142', 'N190') [[17.887436]]
('N82', 'N189') [[17.887335]]
('N156', 'N173') [[17.887297]]
('N106', 'N187') [[17.887287]]
('N207', 'N237') [[17.887087]]
('N53', 'N81') [[17.886944]]
('N23', 'N175') [[17.88692]]
('N68', 'N237') [[17.886648]]
('N30', 'N177') [[17.886616]]
('N118', 'N241') [[17.886612]]
('N39', 'N174') [[17.88661]]
('N24', 'N201') [[17.886595]]
('N51', 'N230') [[17.886452]]
('N126', 'N129') [[17.886442]]
('N88', 'N125') [[17.886377]]
('N43', 'N230') [[17.886341]]
('N65', 'N141') [[17.886292]]
('N34', 'N64') [[17.886198]]
('N54', 'N200') [[17.886173]]
('N145', 'N212') [[17.8861]]
('N56', 'N95') [[17.886017]]
('N65', 'N120') [[17.886015]]
('N201', 'N232') [[17.885841]]
('N66', 'N241') [[17.885796]]
('N90', 'N207') [[17.885649]]
('N191', 'N205') [[17.885626]]
('N55', 'N251') [[17.885382]]
('N74', 'N202') [[17.88485]]
('N106', 'N189') [[17.884842]]
('N31', 'N201') [[17.884687]]
('N211', 'N245') [[17.884567]]
('N141', 'N219') [[17.884562]]
('N26', 'N201') [[17.884546]]
('N175', 'N198') [[17.884253]]
('N133', 'N172') [[17.884209]]
('N114', 'N179') [[17.884108]]
('N143', 'N216') [[17.884047]]
('N106', 'N205') [[17.884039]]
('N133', 'N200') [[17.884016]]
('N68', 'N144') [[17.88401]]
('N78', 'N191') [[17.883947]]
('N63', 'N66') [[17.883928]]
('N106', 'N174') [[17.883924]]
('N3', 'N159') [[17.883862]]
('N19', 'N230') [[17.883823]]
('N61', 'N62') [[17.88346]]
('N142', 'N144') [[17.883137]]
('N1', 'N190') [[17.883099]]
('N31', 'N177') [[17.883066]]
('N171', 'N173') [[17.883036]]
('N18', 'N92') [[17.883026]]
('N143', 'N149') [[17.882368]]
('N85', 'N139') [[17.88229]]
('N9', 'N21') [[17.88225]]
('N12', 'N244') [[17.88201]]
('N88', 'N193') [[17.882008]]
('N3', 'N30') [[17.881685]]
('N129', 'N208') [[17.881674]]
('N1', 'N54') [[17.881659]]
('N52', 'N72') [[17.88155]]
('N102', 'N138') [[17.881365]]
('N39', 'N251') [[17.881344]]
('N123', 'N142') [[17.881243]]
('N16', 'N144') [[17.881237]]
('N129', 'N198') [[17.88116]]
('N32', 'N237') [[17.881159]]
('N158', 'N177') [[17.880863]]
('N49', 'N106') [[17.88042]]
('N183', 'N222') [[17.880417]]
('N120', 'N250') [[17.880377]]
('N74', 'N239') [[17.880264]]
('N118', 'N243') [[17.88024]]
('N222', 'N237') [[17.88019]]
('N61', 'N212') [[17.88002]]
('N87', 'N173') [[17.879986]]
('N2', 'N152') [[17.879723]]
('N54', 'N203') [[17.879568]]
('N58', 'N185') [[17.879509]]
('N43', 'N222') [[17.879486]]
('N88', 'N91') [[17.879345]]
('N8', 'N106') [[17.87927]]
('N22', 'N151') [[17.87926]]
('N68', 'N195') [[17.879068]]
('N1', 'N180') [[17.879047]]
('N41', 'N208') [[17.878996]]
('N134', 'N165') [[17.878977]]
('N58', 'N196') [[17.878904]]
('N114', 'N175') [[17.8789]]
('N23', 'N201') [[17.87884]]
('N180', 'N242') [[17.878613]]
('N40', 'N120') [[17.878553]]
('N73', 'N247') [[17.878521]]
('N31', 'N161') [[17.878313]]
('N90', 'N143') [[17.878157]]
('N136', 'N230') [[17.878141]]
('N118', 'N234') [[17.878069]]
('N134', 'N166') [[17.878017]]
('N216', 'N246') [[17.877516]]
('N5', 'N190') [[17.877365]]
('N3', 'N122') [[17.877165]]
('N83', 'N247') [[17.877161]]
('N86', 'N185') [[17.87698]]
('N3', 'N120') [[17.876797]]
('N141', 'N152') [[17.876701]]
('N155', 'N168') [[17.876654]]
('N23', 'N250') [[17.876516]]
('N46', 'N53') [[17.876514]]
('N21', 'N141') [[17.875967]]
('N74', 'N89') [[17.875914]]
('N56', 'N228') [[17.875837]]
('N164', 'N239') [[17.875738]]
('N84', 'N190') [[17.875473]]
('N18', 'N61') [[17.875467]]
('N3', 'N19') [[17.87544]]
('N73', 'N117') [[17.875353]]
('N159', 'N214') [[17.875246]]
('N180', 'N191') [[17.875084]]
('N67', 'N111') [[17.875051]]
('N94', 'N173') [[17.875013]]
('N75', 'N85') [[17.874777]]
('N37', 'N181') [[17.874708]]
('N112', 'N182') [[17.874693]]
('N12', 'N186') [[17.874685]]
('N168', 'N213') [[17.87468]]
('N31', 'N37') [[17.874605]]
('N58', 'N61') [[17.874561]]
('N19', 'N66') [[17.874517]]
('N66', 'N102') [[17.874506]]
('N82', 'N163') [[17.874487]]
('N17', 'N189') [[17.87438]]
('N203', 'N246') [[17.874365]]
('N175', 'N182') [[17.874273]]
('N139', 'N155') [[17.874142]]
('N181', 'N246') [[17.87409]]
('N54', 'N107') [[17.874071]]
('N85', 'N251') [[17.874067]]
('N7', 'N129') [[17.87398]]
('N65', 'N158') [[17.873957]]
('N229', 'N239') [[17.873922]]
('N60', 'N216') [[17.873835]]
('N105', 'N171') [[17.873812]]
('N103', 'N181') [[17.873808]]
('N185', 'N190') [[17.873743]]
('N58', 'N70') [[17.873682]]
('N34', 'N54') [[17.873583]]
('N145', 'N177') [[17.873478]]
('N156', 'N166') [[17.873476]]
('N67', 'N185') [[17.873413]]
('N65', 'N173') [[17.873346]]
('N184', 'N218') [[17.873331]]
('N53', 'N120') [[17.872921]]
('N54', 'N215') [[17.872913]]
('N42', 'N207') [[17.872824]]
('N102', 'N213') [[17.872475]]
('N6', 'N152') [[17.872223]]
('N156', 'N231') [[17.871977]]
('N53', 'N58') [[17.87184]]
('N152', 'N188') [[17.87183]]
('N154', 'N158') [[17.871775]]
('N17', 'N21') [[17.87162]]
('N21', 'N247') [[17.87158]]
('N208', 'N241') [[17.871433]]
('N12', 'N142') [[17.87141]]
('N115', 'N209') [[17.871338]]
('N53', 'N139') [[17.871338]]
('N191', 'N247') [[17.871305]]
('N12', 'N26') [[17.871223]]
('N54', 'N60') [[17.871113]]
('N63', 'N235') [[17.87099]]
('N67', 'N92') [[17.870941]]
('N72', 'N188') [[17.870926]]
('N56', 'N74') [[17.870857]]
('N106', 'N164') [[17.87085]]
('N37', 'N61') [[17.87073]]
('N25', 'N105') [[17.870676]]
('N55', 'N59') [[17.870493]]
('N73', 'N107') [[17.870487]]
('N8', 'N143') [[17.87045]]
('N150', 'N159') [[17.870096]]
('N48', 'N52') [[17.869986]]
('N72', 'N154') [[17.869806]]
('N16', 'N219') [[17.869738]]
('N161', 'N176') [[17.869677]]
('N31', 'N32') [[17.869482]]
('N93', 'N173') [[17.869461]]
('N170', 'N219') [[17.869444]]
('N133', 'N198') [[17.869415]]
('N53', 'N239') [[17.86937]]
('N173', 'N241') [[17.869358]]
('N147', 'N198') [[17.86932]]
('N143', 'N165') [[17.869295]]
('N172', 'N217') [[17.869223]]
('N61', 'N208') [[17.868967]]
('N19', 'N33') [[17.868864]]
('N56', 'N206') [[17.868492]]
('N75', 'N185') [[17.86848]]
('N136', 'N166') [[17.868471]]
('N164', 'N233') [[17.86829]]
('N26', 'N226') [[17.868221]]
('N100', 'N175') [[17.868212]]
('N115', 'N207') [[17.868088]]
('N156', 'N168') [[17.868013]]
('N82', 'N233') [[17.867989]]
('N51', 'N60') [[17.86797]]
('N66', 'N196') [[17.867943]]
('N61', 'N209') [[17.867878]]
('N30', 'N88') [[17.867872]]
('N73', 'N90') [[17.86752]]
('N140', 'N144') [[17.867338]]
('N16', 'N155') [[17.867329]]
('N86', 'N251') [[17.867308]]
('N105', 'N216') [[17.867235]]
('N8', 'N177') [[17.86716]]
('N114', 'N184') [[17.867111]]
('N205', 'N234') [[17.86697]]
('N3', 'N55') [[17.866783]]
('N114', 'N249') [[17.866724]]
('N182', 'N251') [[17.866604]]
('N32', 'N185') [[17.866486]]
('N126', 'N143') [[17.866285]]
('N54', 'N148') [[17.866247]]
('N12', 'N46') [[17.86618]]
('N151', 'N229') [[17.866077]]
('N91', 'N136') [[17.86607]]
('N42', 'N59') [[17.866062]]
('N161', 'N172') [[17.866005]]
('N88', 'N115') [[17.865961]]
('N122', 'N126') [[17.865688]]
('N16', 'N252') [[17.865412]]
('N88', 'N175') [[17.865307]]
('N172', 'N229') [[17.865261]]
('N25', 'N70') [[17.865221]]
('N73', 'N245') [[17.865114]]
('N115', 'N175') [[17.864962]]
('N17', 'N217') [[17.864931]]
('N19', 'N72') [[17.864925]]
('N123', 'N144') [[17.864635]]
('N23', 'N129') [[17.86399]]
('N54', 'N121') [[17.863981]]
('N48', 'N173') [[17.863852]]
('N65', 'N118') [[17.863764]]
('N102', 'N169') [[17.86374]]
('N88', 'N89') [[17.863617]]
('N29', 'N73') [[17.8636]]
('N26', 'N51') [[17.863317]]
('N70', 'N91') [[17.863281]]
('N31', 'N126') [[17.863274]]
('N55', 'N64') [[17.863117]]
('N173', 'N181') [[17.863047]]
('N134', 'N237') [[17.862839]]
('N15', 'N184') [[17.862797]]
('N92', 'N201') [[17.862545]]
('N33', 'N66') [[17.862516]]
('N79', 'N162') [[17.86218]]
('N106', 'N156') [[17.861952]]
('N66', 'N152') [[17.861881]]
('N94', 'N226') [[17.861855]]
('N11', 'N54') [[17.861814]]
('N3', 'N151') [[17.861532]]
('N162', 'N182') [[17.861488]]
('N105', 'N182') [[17.861448]]
('N92', 'N226') [[17.86117]]
('N63', 'N152') [[17.861158]]
('N61', 'N64') [[17.861147]]
('N132', 'N143') [[17.861029]]
('N159', 'N229') [[17.861006]]
('N112', 'N151') [[17.860937]]
('N106', 'N200') [[17.860931]]
('N70', 'N92') [[17.860834]]
('N22', 'N134') [[17.860813]]
('N123', 'N216') [[17.860714]]
('N18', 'N208') [[17.860645]]
('N37', 'N129') [[17.860456]]
('N39', 'N175') [[17.860426]]
('N33', 'N198') [[17.860313]]
('N2', 'N176') [[17.86021]]
('N82', 'N87') [[17.860123]]
('N59', 'N213') [[17.859814]]
('N115', 'N245') [[17.85971]]
('N89', 'N102') [[17.859709]]
('N99', 'N142') [[17.859673]]
('N176', 'N190') [[17.859587]]
('N66', 'N122') [[17.859434]]
('N180', 'N237') [[17.859133]]
('N118', 'N182') [[17.858759]]
('N43', 'N233') [[17.858742]]
('N53', 'N170') [[17.858675]]
('N138', 'N245') [[17.858673]]
('N198', 'N200') [[17.858614]]
('N23', 'N152') [[17.858517]]
('N1', 'N73') [[17.858494]]
('N75', 'N113') [[17.858412]]
('N5', 'N22') [[17.85841]]
('N61', 'N235') [[17.858377]]
('N14', 'N212') [[17.858334]]
('N61', 'N166') [[17.85817]]
('N172', 'N184') [[17.858099]]
('N5', 'N68') [[17.8579]]
('N1', 'N219') [[17.857866]]
('N68', 'N79') [[17.857857]]
('N26', 'N208') [[17.857775]]
('N141', 'N150') [[17.857647]]
('N12', 'N86') [[17.857563]]
('N115', 'N235') [[17.857533]]
('N75', 'N232') [[17.85727]]
('N56', 'N172') [[17.857016]]
('N191', 'N231') [[17.856943]]
('N39', 'N70') [[17.856787]]
('N120', 'N164') [[17.85678]]
('N22', 'N41') [[17.856556]]
('N22', 'N180') [[17.85655]]
('N19', 'N176') [[17.856281]]
('N109', 'N239') [[17.856274]]
('N70', 'N208') [[17.856272]]
('N86', 'N128') [[17.856268]]
('N148', 'N173') [[17.856258]]
('N17', 'N179') [[17.855825]]
('N92', 'N232') [[17.855824]]
('N14', 'N222') [[17.855618]]
('N8', 'N118') [[17.855616]]
('N56', 'N123') [[17.855373]]
('N49', 'N54') [[17.855135]]
('N35', 'N182') [[17.854965]]
('N115', 'N173') [[17.854918]]
('N3', 'N209') [[17.854822]]
('N59', 'N216') [[17.854815]]
('N59', 'N172') [[17.854774]]
('N3', 'N155') [[17.85471]]
('N137', 'N158') [[17.854397]]
('N151', 'N230') [[17.85384]]
('N118', 'N142') [[17.85368]]
('N162', 'N245') [[17.85366]]
('N33', 'N69') [[17.853657]]
('N14', 'N55') [[17.853643]]
('N56', 'N195') [[17.853617]]
('N121', 'N182') [[17.853537]]
('N184', 'N234') [[17.853525]]
('N22', 'N58') [[17.853445]]
('N43', 'N201') [[17.853313]]
('N84', 'N138') [[17.853233]]
('N25', 'N32') [[17.853125]]
('N0', 'N88') [[17.852924]]
('N207', 'N221') [[17.852917]]
('N154', 'N155') [[17.852737]]
('N138', 'N205') [[17.852133]]
('N65', 'N207') [[17.852064]]
('N121', 'N187') [[17.852045]]
('N159', 'N164') [[17.851984]]
('N72', 'N108') [[17.851894]]
('N40', 'N51') [[17.851538]]
('N49', 'N56') [[17.851452]]
('N21', 'N87') [[17.851336]]
('N29', 'N158') [[17.85132]]
('N126', 'N128') [[17.851301]]
('N53', 'N80') [[17.851122]]
('N150', 'N244') [[17.851109]]
('N55', 'N159') [[17.851044]]
('N54', 'N234') [[17.850973]]
('N123', 'N154') [[17.850948]]
('N189', 'N191') [[17.85083]]
('N102', 'N190') [[17.85081]]
('N143', 'N208') [[17.850706]]
('N85', 'N196') [[17.850561]]
('N19', 'N165') [[17.850464]]
('N14', 'N144') [[17.850458]]
('N42', 'N141') [[17.85038]]
('N29', 'N155') [[17.850128]]
('N66', 'N172') [[17.85003]]
('N229', 'N235') [[17.850023]]
('N27', 'N120') [[17.849983]]
('N66', 'N150') [[17.849977]]
('N86', 'N188') [[17.849764]]
('N142', 'N163') [[17.849533]]
('N55', 'N220') [[17.849506]]
('N70', 'N193') [[17.849327]]
('N5', 'N143') [[17.849142]]
('N68', 'N169') [[17.849117]]
('N34', 'N173') [[17.848997]]
('N31', 'N216') [[17.848595]]
('N120', 'N169') [[17.848585]]
('N106', 'N142') [[17.848486]]
('N152', 'N159') [[17.848465]]
('N58', 'N203') [[17.848276]]
('N19', 'N61') [[17.848063]]
('N53', 'N95') [[17.84797]]
('N94', 'N247') [[17.847925]]
('N155', 'N231') [[17.847765]]
('N40', 'N107') [[17.847748]]
('N63', 'N176') [[17.847355]]
('N143', 'N148') [[17.847342]]
('N62', 'N144') [[17.847254]]
('N173', 'N185') [[17.847225]]
('N67', 'N158') [[17.847204]]
('N143', 'N242') [[17.846897]]
('N198', 'N210') [[17.846752]]
('N118', 'N181') [[17.846712]]
('N196', 'N197') [[17.846684]]
('N29', 'N126') [[17.846615]]
('N151', 'N219') [[17.846533]]
('N102', 'N235') [[17.846397]]
('N59', 'N183') [[17.846186]]
('N8', 'N61') [[17.84613]]
('N72', 'N164') [[17.846104]]
('N56', 'N173') [[17.846087]]
('N129', 'N239') [[17.845743]]
('N133', 'N152') [[17.845642]]
('N122', 'N177') [[17.845541]]
('N169', 'N173') [[17.84546]]
('N21', 'N34') [[17.845226]]
('N26', 'N114') [[17.845205]]
('N73', 'N136') [[17.845034]]
('N67', 'N118') [[17.844994]]
('N22', 'N216') [[17.844807]]
('N55', 'N139') [[17.844673]]
('N176', 'N232') [[17.844666]]
('N177', 'N214') [[17.84461]]
('N73', 'N129') [[17.844595]]
('N26', 'N80') [[17.844482]]
('N75', 'N166') [[17.844435]]
('N2', 'N141') [[17.844381]]
