('M0P1', 'M0P2') [[39.81325]]
('N23', 'N225') [[16.995222]]
('N173', 'N205') [[16.99515]]
('N4', 'N60') [[16.99515]]
('N228', 'N252') [[16.995123]]
('N66', 'N165') [[16.99508]]
('N179', 'N238') [[16.995043]]
('N18', 'N134') [[16.995014]]
('N140', 'N171') [[16.994915]]
('N102', 'N220') [[16.99472]]
('N155', 'N213') [[16.99464]]
('N70', 'N231') [[16.994556]]
('N50', 'N153') [[16.994404]]
('N34', 'N251') [[16.994259]]
('N6', 'N114') [[16.994112]]
('N18', 'N94') [[16.994081]]
('N108', 'N190') [[16.993736]]
('N23', 'N200') [[16.99359]]
('N1', 'N216') [[16.993544]]
('N137', 'N159') [[16.993507]]
('N58', 'N235') [[16.993332]]
('N62', 'N246') [[16.993315]]
('N79', 'N195') [[16.993301]]
('N24', 'N134') [[16.99325]]
('N13', 'N211') [[16.993162]]
('N52', 'N221') [[16.99307]]
('N74', 'N164') [[16.993065]]
('N181', 'N218') [[16.99296]]
('N66', 'N77') [[16.992872]]
('N2', 'N237') [[16.99287]]
('N50', 'N160') [[16.992817]]
('N22', 'N240') [[16.992664]]
('N159', 'N191') [[16.992651]]
('N21', 'N47') [[16.992643]]
('N187', 'N189') [[16.992556]]
('N133', 'N167') [[16.992523]]
('N159', 'N183') [[16.992464]]
('N132', 'N233') [[16.99241]]
('N233', 'N241') [[16.992344]]
('N157', 'N170') [[16.992323]]
('N47', 'N196') [[16.99229]]
('N44', 'N218') [[16.99224]]
('N134', 'N242') [[16.992212]]
('N22', 'N230') [[16.992184]]
('N102', 'N127') [[16.992067]]
('N124', 'N165') [[16.991968]]
('N42', 'N179') [[16.99195]]
('N88', 'N181') [[16.99193]]
('N172', 'N243') [[16.991829]]
('N64', 'N74') [[16.991808]]
('N27', 'N111') [[16.991693]]
('N99', 'N178') [[16.991608]]
('N140', 'N211') [[16.991598]]
('N138', 'N184') [[16.991592]]
('N94', 'N183') [[16.991505]]
('N119', 'N246') [[16.991493]]
('N102', 'N107') [[16.991432]]
('N230', 'N246') [[16.991297]]
('N35', 'N151') [[16.991282]]
('N80', 'N238') [[16.99123]]
('N203', 'N230') [[16.99122]]
('N32', 'N87') [[16.991169]]
('N6', 'N119') [[16.991133]]
('N183', 'N206') [[16.991098]]
('N11', 'N141') [[16.99109]]
('N114', 'N161') [[16.991022]]
('N57', 'N206') [[16.99097]]
('N24', 'N234') [[16.990883]]
('N215', 'N231') [[16.990786]]
('N95', 'N234') [[16.990715]]
('N137', 'N152') [[16.99029]]
('N50', 'N199') [[16.99029]]
('N56', 'M0P2') [[16.990276]]
('N105', 'N155') [[16.99026]]
('N39', 'N224') [[16.99026]]
('N94', 'N143') [[16.99022]]
('N195', 'N233') [[16.990206]]
('N214', 'N228') [[16.990149]]
('N1', 'N87') [[16.990097]]
('N4', 'N42') [[16.990025]]
('N58', 'N174') [[16.990005]]
('N89', 'N99') [[16.989983]]
('N120', 'N241') [[16.989971]]
('N213', 'N233') [[16.98997]]
('N58', 'N165') [[16.989855]]
('N36', 'N104') [[16.989809]]
('N220', 'N252') [[16.989803]]
('N48', 'N156') [[16.989586]]
('N105', 'N190') [[16.989456]]
('N74', 'N106') [[16.989399]]
('N158', 'N163') [[16.989328]]
('N184', 'N187') [[16.989305]]
('N27', 'N74') [[16.989223]]
('N66', 'N90') [[16.989193]]
('N42', 'N110') [[16.989182]]
('N52', 'N77') [[16.989155]]
('N24', 'N100') [[16.989122]]
('N8', 'N134') [[16.989113]]
('N197', 'N245') [[16.989037]]
('N69', 'N205') [[16.98902]]
('N104', 'N226') [[16.989012]]
('N48', 'N187') [[16.98898]]
('N53', 'N59') [[16.988956]]
('N76', 'N172') [[16.988941]]
('N20', 'N36') [[16.988909]]
('N101', 'N238') [[16.988892]]
('N220', 'N246') [[16.988886]]
('N214', 'N218') [[16.988825]]
('N12', 'N100') [[16.988762]]
('N56', 'N196') [[16.988657]]
('N131', 'N206') [[16.988512]]
('N181', 'N234') [[16.988403]]
('N162', 'N227') [[16.988327]]
('N7', 'N251') [[16.988207]]
('N138', 'N234') [[16.988174]]
('N178', 'N206') [[16.988152]]
('N213', 'N246') [[16.988136]]
('N120', 'N162') [[16.98803]]
('N12', 'N160') [[16.98803]]
('N160', 'N217') [[16.98802]]
('N158', 'N166') [[16.987976]]
('N169', 'N233') [[16.987925]]
('N87', 'N160') [[16.98783]]
('N110', 'N186') [[16.98777]]
('N127', 'N222') [[16.98776]]
('N7', 'N22') [[16.987755]]
('N95', 'N146') [[16.987743]]
('N125', 'N168') [[16.98765]]
('N78', 'N151') [[16.987549]]
('N153', 'N235') [[16.987278]]
('N172', 'N244') [[16.987265]]
('N86', 'N102') [[16.987196]]
('N87', 'N127') [[16.987158]]
('N19', 'N146') [[16.98715]]
('N191', 'N193') [[16.987085]]
('N109', 'N195') [[16.98703]]
('N6', 'N220') [[16.98699]]
('N166', 'N182') [[16.986973]]
('N62', 'N78') [[16.986889]]
('N140', 'N220') [[16.986876]]
('N32', 'N53') [[16.986866]]
('N51', 'N186') [[16.986849]]
('N112', 'N118') [[16.986828]]
('N102', 'N250') [[16.986637]]
('N233', 'N236') [[16.986567]]
('N229', 'N233') [[16.986555]]
('N7', 'N148') [[16.986448]]
('N9', 'N96') [[16.986423]]
('N50', 'N79') [[16.986418]]
('N202', 'N238') [[16.986387]]
('N169', 'N253') [[16.986383]]
('N107', 'N242') [[16.986345]]
('N146', 'N174') [[16.9863]]
('N88', 'N125') [[16.986217]]
('N13', 'N118') [[16.986076]]
('N155', 'N238') [[16.986074]]
('N50', 'N164') [[16.986057]]
('N129', 'N223') [[16.986053]]
('N20', 'N185') [[16.986013]]
('N32', 'N195') [[16.98595]]
('N57', 'N124') [[16.985947]]
('N221', 'N225') [[16.985928]]
('N72', 'N180') [[16.985912]]
('N165', 'N196') [[16.985785]]
('N109', 'N115') [[16.98578]]
('N144', 'M0P2') [[16.985739]]
('N34', 'N56') [[16.985737]]
('N118', 'N193') [[16.985733]]
('N195', 'N235') [[16.985723]]
('N194', 'N195') [[16.985664]]
('N120', 'N142') [[16.98563]]
('N107', 'N214') [[16.98558]]
('N28', 'N82') [[16.985565]]
('N7', 'N152') [[16.985535]]
('N46', 'N52') [[16.985502]]
('N212', 'N238') [[16.985489]]
('N45', 'N97') [[16.985407]]
('N142', 'N222') [[16.985348]]
('N6', 'N148') [[16.98532]]
('N226', 'N249') [[16.98526]]
('N181', 'N193') [[16.985126]]
('N120', 'N245') [[16.985096]]
('N142', 'N154') [[16.985031]]
('N81', 'N160') [[16.984955]]
('N241', 'N252') [[16.984936]]
('N51', 'N202') [[16.984928]]
('N83', 'N209') [[16.984856]]
('N86', 'N149') [[16.98473]]
('N53', 'N113') [[16.98469]]
('N185', 'N203') [[16.984663]]
('N2', 'N136') [[16.98464]]
('N37', 'N160') [[16.984638]]
('N81', 'N212') [[16.984566]]
('N66', 'N201') [[16.98449]]
('N29', 'N111') [[16.984488]]
('N33', 'N69') [[16.984472]]
('N191', 'N212') [[16.984451]]
('N171', 'N220') [[16.98445]]
('N42', 'N109') [[16.984327]]
('N92', 'N94') [[16.984264]]
('N82', 'N117') [[16.984106]]
('N82', 'N142') [[16.984013]]
('N153', 'N180') [[16.984001]]
('N51', 'N147') [[16.983992]]
('N114', 'N124') [[16.98398]]
('N101', 'N169') [[16.983978]]
('N132', 'N219') [[16.983965]]
('N12', 'N220') [[16.98396]]
('N87', 'N92') [[16.983948]]
('N34', 'N184') [[16.983923]]
('N1', 'N111') [[16.983912]]
('N2', 'N217') [[16.983902]]
('N119', 'N120') [[16.983875]]
('N125', 'N240') [[16.983868]]
('N62', 'N134') [[16.983868]]
('N69', 'N81') [[16.983866]]
('N163', 'N189') [[16.983763]]
('N105', 'N225') [[16.983763]]
('N99', 'N113') [[16.983685]]
('N109', 'N153') [[16.983664]]
('N95', 'N106') [[16.983664]]
('N185', 'N231') [[16.98363]]
('N42', 'N141') [[16.98362]]
('N4', 'N35') [[16.98362]]
('N149', 'N206') [[16.98357]]
('N189', 'N209') [[16.983337]]
('N4', 'N85') [[16.983284]]
('N163', 'N186') [[16.98326]]
('N159', 'N228') [[16.98319]]
('N65', 'N228') [[16.983185]]
('N8', 'N94') [[16.98315]]
('N175', 'N236') [[16.983099]]
('N120', 'N250') [[16.983093]]
('N52', 'N129') [[16.983072]]
('N39', 'N74') [[16.983015]]
('N72', 'N127') [[16.982924]]
('N71', 'N168') [[16.982817]]
('N105', 'N134') [[16.98277]]
('N122', 'N124') [[16.98276]]
('N57', 'N120') [[16.982754]]
('N80', 'N104') [[16.982578]]
('N198', 'N227') [[16.982552]]
('N136', 'N189') [[16.982464]]
('N137', 'N139') [[16.98237]]
('N65', 'N112') [[16.982246]]
('N6', 'N83') [[16.982233]]
('N115', 'N226') [[16.982197]]
('N19', 'N207') [[16.982115]]
('N2', 'N48') [[16.982098]]
('N29', 'N238') [[16.982073]]
('N36', 'N157') [[16.982056]]
('N118', 'N201') [[16.98204]]
('N175', 'M0P1') [[16.981913]]
('N110', 'N239') [[16.98185]]
('N18', 'N124') [[16.981848]]
('N166', 'N203') [[16.981827]]
('N59', 'N61') [[16.9818]]
('N147', 'N227') [[16.981653]]
('N62', 'N242') [[16.981646]]
('N41', 'N192') [[16.981644]]
('N22', 'N130') [[16.981558]]
('N170', 'N222') [[16.98143]]
('N17', 'N156') [[16.981266]]
('N152', 'N195') [[16.981178]]
('N72', 'N174') [[16.981161]]
('N64', 'N95') [[16.981142]]
('N97', 'N126') [[16.98113]]
('N82', 'N191') [[16.981043]]
('N39', 'N177') [[16.98084]]
('N45', 'N52') [[16.980837]]
('N200', 'N229') [[16.980762]]
('N77', 'N120') [[16.980711]]
('N36', 'N236') [[16.980669]]
('N39', 'N127') [[16.980667]]
('N10', 'N93') [[16.98065]]
('N123', 'N166') [[16.980648]]
('N69', 'N99') [[16.980646]]
('N33', 'N245') [[16.980627]]
('N147', 'N190') [[16.98052]]
('N64', 'N146') [[16.98052]]
('N41', 'N120') [[16.980421]]
('N155', 'N216') [[16.980242]]
('N39', 'N205') [[16.980242]]
('N22', 'N248') [[16.980192]]
('N215', 'N244') [[16.980103]]
('N9', 'N194') [[16.979986]]
('N24', 'N63') [[16.979929]]
('N84', 'N116') [[16.979897]]
('N72', 'N74') [[16.979872]]
('N141', 'N191') [[16.979803]]
('N43', 'N164') [[16.979736]]
('N238', 'N248') [[16.979685]]
('N10', 'N212') [[16.979673]]
('N56', 'N182') [[16.979633]]
('N19', 'N149') [[16.97958]]
('N88', 'N244') [[16.979513]]
('N17', 'N101') [[16.979412]]
('N155', 'N194') [[16.97941]]
('N30', 'N238') [[16.979403]]
('N40', 'N51') [[16.979328]]
('N45', 'N101') [[16.97926]]
('N73', 'N184') [[16.9792]]
('N125', 'N195') [[16.979153]]
('N152', 'N173') [[16.979124]]
('N95', 'N213') [[16.979088]]
('N140', 'N169') [[16.979065]]
('N95', 'N141') [[16.979023]]
('N65', 'N75') [[16.979004]]
('N49', 'N201') [[16.978971]]
('N59', 'N110') [[16.97886]]
('N132', 'N183') [[16.978853]]
('N33', 'N194') [[16.978659]]
('N166', 'N178') [[16.978643]]
('N168', 'N171') [[16.978584]]
('N89', 'N107') [[16.978579]]
('N29', 'N167') [[16.97856]]
('N110', 'N223') [[16.978468]]
('N1', 'N195') [[16.978466]]
('N47', 'N55') [[16.978334]]
('N44', 'N242') [[16.978197]]
('N159', 'N237') [[16.978142]]
('N44', 'N178') [[16.978119]]
('N35', 'N125') [[16.978094]]
('N109', 'N184') [[16.978079]]
('N35', 'N246') [[16.97801]]
('N46', 'N124') [[16.977953]]
('N23', 'N233') [[16.977953]]
('N73', 'N186') [[16.977932]]
('N158', 'N194') [[16.977896]]
('N28', 'N55') [[16.977846]]
('N132', 'N184') [[16.977842]]
('N169', 'N190') [[16.977785]]
('N112', 'N138') [[16.97762]]
('N191', 'N243') [[16.977556]]
('N30', 'N186') [[16.97745]]
('N98', 'N160') [[16.977316]]
('N123', 'N130') [[16.977293]]
('N81', 'N98') [[16.97729]]
('N30', 'N167') [[16.977283]]
('N108', 'N205') [[16.977242]]
('N92', 'M0P1') [[16.97722]]
('N42', 'N105') [[16.977184]]
('N66', 'N134') [[16.977129]]
('N12', 'N205') [[16.977097]]
('N195', 'N197') [[16.977036]]
('N25', 'N106') [[16.97687]]
('N50', 'N62') [[16.97685]]
('N30', 'N42') [[16.976837]]
('N152', 'N153') [[16.976831]]
('N93', 'N106') [[16.976765]]
('N74', 'N117') [[16.976679]]
('N98', 'N132') [[16.976599]]
('N151', 'N208') [[16.976574]]
('N4', 'N32') [[16.976564]]
('N84', 'N126') [[16.97656]]
('N99', 'N238') [[16.976398]]
('N108', 'N140') [[16.976395]]
('N177', 'N206') [[16.976383]]
('N198', 'N242') [[16.97635]]
('N20', 'N47') [[16.976332]]
('N93', 'N150') [[16.976295]]
('N71', 'N74') [[16.976294]]
('N115', 'N245') [[16.976233]]
('N101', 'N208') [[16.976233]]
('N103', 'N208') [[16.976208]]
('N158', 'N213') [[16.976196]]
('N19', 'N68') [[16.976183]]
('N159', 'N203') [[16.97618]]
('N25', 'N247') [[16.97618]]
('N51', 'N70') [[16.976038]]
('N148', 'N161') [[16.975805]]
('N97', 'N185') [[16.975756]]
('N18', 'N226') [[16.975727]]
('N139', 'N245') [[16.975674]]
('N110', 'N127') [[16.975546]]
('N109', 'N141') [[16.97552]]
('N47', 'N193') [[16.975485]]
('N64', 'N245') [[16.97545]]
('N121', 'N195') [[16.975435]]
('N74', 'N197') [[16.975414]]
('N177', 'N208') [[16.975386]]
('N144', 'N152') [[16.975319]]
('N154', 'N179') [[16.975245]]
('N81', 'N84') [[16.975233]]
('N91', 'N139') [[16.975231]]
('N83', 'N88') [[16.97519]]
('N110', 'N132') [[16.975183]]
('N112', 'N241') [[16.9751]]
('N154', 'N231') [[16.975075]]
('N88', 'N132') [[16.975056]]
('N105', 'N132') [[16.975008]]
('N51', 'N244') [[16.975]]
('N9', 'N77') [[16.974756]]
('N33', 'N227') [[16.974716]]
('N44', 'N82') [[16.97462]]
('N7', 'N52') [[16.974583]]
('N69', 'N164') [[16.974499]]
('N23', 'N70') [[16.97445]]
('N104', 'N184') [[16.974356]]
('N24', 'N94') [[16.974329]]
('N104', 'N152') [[16.974318]]
('N36', 'N58') [[16.974277]]
('N174', 'N182') [[16.974081]]
('N108', 'N158') [[16.974075]]
('N25', 'N64') [[16.974028]]
('N96', 'N139') [[16.974]]
('N210', 'N218') [[16.973942]]
('N82', 'N136') [[16.973938]]
('N40', 'N102') [[16.97392]]
('N17', 'N207') [[16.973804]]
('N152', 'N229') [[16.97379]]
('N87', 'N153') [[16.973753]]
('N98', 'N177') [[16.97375]]
('N182', 'N203') [[16.973707]]
('N217', 'N242') [[16.973577]]
('N181', 'N207') [[16.973568]]
('N12', 'N232') [[16.973558]]
('N59', 'N238') [[16.97352]]
('N20', 'N223') [[16.973513]]
('N75', 'N241') [[16.973461]]
('N147', 'N186') [[16.973412]]
('N71', 'N234') [[16.973389]]
('N117', 'N236') [[16.973337]]
('N170', 'N177') [[16.973276]]
('N74', 'N244') [[16.973215]]
('N86', 'N114') [[16.973204]]
('N118', 'N123') [[16.973196]]
('N10', 'N222') [[16.972933]]
('N246', 'N247') [[16.972923]]
('N23', 'N116') [[16.972824]]
('N119', 'N202') [[16.97273]]
('N87', 'N225') [[16.972727]]
('N21', 'N147') [[16.97268]]
('N119', 'N203') [[16.972641]]
('N123', 'N218') [[16.972504]]
('N220', 'N245') [[16.972395]]
('N198', 'N241') [[16.972353]]
('N117', 'N246') [[16.972239]]
('N110', 'N122') [[16.972168]]
('N42', 'N48') [[16.972157]]
('N61', 'N203') [[16.972147]]
('N151', 'N155') [[16.972136]]
('N29', 'N57') [[16.972057]]
('N172', 'N237') [[16.971916]]
('N2', 'N104') [[16.971853]]
('N149', 'N187') [[16.971819]]
('N214', 'N242') [[16.971762]]
('N145', 'N216') [[16.971739]]
('N219', 'N236') [[16.971722]]
('N76', 'N227') [[16.97167]]
('N20', 'N45') [[16.971632]]
('N140', 'N230') [[16.97163]]
('N18', 'N246') [[16.971563]]
('N153', 'M0P1') [[16.971546]]
('N116', 'N175') [[16.971512]]
('N185', 'N207') [[16.971462]]
('N230', 'N252') [[16.971262]]
('N13', 'N207') [[16.971262]]
('N158', 'N223') [[16.97125]]
('N55', 'N212') [[16.971224]]
('N29', 'N78') [[16.971195]]
('N50', 'N152') [[16.971159]]
('N109', 'N130') [[16.971052]]
('N98', 'N193') [[16.971016]]
('N79', 'N111') [[16.97084]]
('N135', 'N251') [[16.970772]]
('N58', 'N124') [[16.970772]]
('N109', 'N212') [[16.970762]]
('N56', 'N172') [[16.970745]]
('N20', 'N82') [[16.970669]]
('N95', 'N155') [[16.970661]]
('N19', 'N172') [[16.97065]]
('N184', 'N221') [[16.970612]]
('N55', 'N118') [[16.970531]]
('N110', 'N182') [[16.97053]]
('N35', 'N206') [[16.97053]]
('N189', 'N231') [[16.970484]]
('N24', 'N92') [[16.970455]]
('N95', 'N102') [[16.970335]]
('N10', 'N27') [[16.97033]]
('N51', 'N95') [[16.97028]]
('N119', 'N251') [[16.970276]]
('N122', 'N231') [[16.970255]]
('N39', 'N163') [[16.97023]]
('N28', 'N133') [[16.97023]]
('N32', 'N37') [[16.970224]]
('N5', 'N26') [[16.970215]]
('N17', 'N28') [[16.970173]]
('N56', 'N65') [[16.970167]]
('N168', 'N217') [[16.9701]]
('N48', 'N157') [[16.970066]]
('N13', 'N110') [[16.970018]]
('N139', 'N160') [[16.969967]]
('N46', 'N48') [[16.969942]]
('N88', 'N93') [[16.969921]]
('N53', 'N207') [[16.969862]]
('N114', 'N196') [[16.969742]]
('N61', 'N172') [[16.969612]]
('N149', 'N250') [[16.969595]]
('N76', 'N111') [[16.96946]]
('N139', 'N207') [[16.969383]]
('N71', 'N173') [[16.969332]]
('N24', 'N163') [[16.969265]]
('N118', 'N188') [[16.969246]]
('N173', 'N239') [[16.969215]]
('N55', 'N90') [[16.969189]]
('N71', 'N252') [[16.969175]]
('N13', 'N245') [[16.968859]]
('N78', 'N82') [[16.968796]]
('N223', 'N251') [[16.968756]]
('N21', 'N105') [[16.968737]]
('N102', 'N151') [[16.968645]]
('N44', 'N175') [[16.968624]]
('N28', 'N179') [[16.968613]]
('N166', 'N236') [[16.96861]]
('N56', 'N116') [[16.968508]]
('N127', 'N214') [[16.968496]]
('N152', 'N219') [[16.968472]]
('N48', 'N49') [[16.968431]]
('N23', 'N73') [[16.968426]]
('N30', 'N195') [[16.968369]]
('N169', 'N212') [[16.96834]]
('N46', 'N97') [[16.968248]]
('N124', 'N199') [[16.96813]]
('N157', 'N204') [[16.968113]]
('N113', 'N250') [[16.968113]]
('N87', 'N206') [[16.968082]]
('N9', 'N187') [[16.96806]]
('N218', 'N230') [[16.967989]]
('N111', 'N236') [[16.967962]]
('N148', 'N159') [[16.967953]]
('N107', 'N215') [[16.967844]]
('N44', 'N155') [[16.967829]]
('N25', 'N71') [[16.96779]]
('N158', 'N188') [[16.967781]]
('N42', 'N54') [[16.96776]]
('N80', 'N191') [[16.96774]]
('N23', 'N248') [[16.967705]]
('N23', 'N64') [[16.96762]]
('N130', 'N213') [[16.967558]]
('N1', 'N189') [[16.967548]]
('N19', 'N240') [[16.96749]]
('N12', 'N200') [[16.967367]]
('N34', 'N61') [[16.96736]]
('N154', 'N210') [[16.967352]]
('N64', 'N213') [[16.96735]]
('N172', 'N218') [[16.967276]]
('N23', 'N55') [[16.967258]]
('N8', 'N116') [[16.967253]]
('N105', 'N129') [[16.967228]]
('N70', 'N221') [[16.967144]]
('N14', 'N105') [[16.967073]]
('N156', 'N176') [[16.96699]]
('N93', 'N193') [[16.96697]]
('N14', 'N25') [[16.96693]]
('N96', 'N98') [[16.966906]]
('N225', 'N248') [[16.966883]]
('N25', 'N91') [[16.966871]]
('N29', 'N139') [[16.966846]]
('N135', 'N193') [[16.966843]]
('N28', 'N209') [[16.966665]]
('N97', 'N160') [[16.96664]]
('N110', 'N245') [[16.966618]]
('N109', 'N225') [[16.966576]]
('N22', 'N78') [[16.966534]]
('N51', 'N104') [[16.966478]]
('N46', 'N182') [[16.966467]]
('N91', 'N236') [[16.966463]]
('N2', 'N86') [[16.966425]]
('N98', 'N157') [[16.966404]]
('N63', 'N145') [[16.9664]]
('N3', 'N6') [[16.96638]]
('N184', 'N246') [[16.966312]]
('N133', 'N231') [[16.96624]]
('N57', 'N193') [[16.96621]]
('N44', 'N189') [[16.96618]]
('N217', 'N246') [[16.965996]]
('N61', 'N180') [[16.965933]]
('N46', 'N47') [[16.965912]]
('N201', 'N204') [[16.965843]]
('N2', 'N181') [[16.965836]]
('N111', 'N140') [[16.965601]]
('N78', 'N248') [[16.965332]]
('N7', 'N106') [[16.965326]]
('N20', 'N109') [[16.965244]]
('N24', 'N93') [[16.965235]]
('N220', 'N230') [[16.965208]]
('N236', 'N244') [[16.965162]]
('N19', 'N72') [[16.965122]]
('N171', 'N217') [[16.965094]]
('N68', 'N96') [[16.965]]
('N214', 'N223') [[16.964966]]
('N112', 'N140') [[16.964945]]
('N47', 'N185') [[16.96489]]
('N81', 'N174') [[16.964674]]
('N154', 'N187') [[16.964624]]
('N19', 'N39') [[16.964321]]
('N33', 'N120') [[16.964317]]
('N133', 'N158') [[16.964304]]
('N133', 'N243') [[16.964237]]
('N210', 'N215') [[16.964159]]
('N30', 'N55') [[16.964117]]
('N149', 'N228') [[16.964018]]
('N23', 'N113') [[16.963947]]
('N31', 'N143') [[16.963871]]
('N62', 'N163') [[16.963863]]
('N1', 'N31') [[16.963839]]
('N60', 'N134') [[16.963728]]
('N60', 'N120') [[16.963663]]
('N53', 'N181') [[16.96361]]
('N118', 'N209') [[16.963453]]
('N147', 'N166') [[16.963448]]
('N105', 'N185') [[16.96338]]
('N140', 'N153') [[16.96336]]
('N140', 'N242') [[16.96332]]
('N57', 'N92') [[16.963303]]
('N77', 'N189') [[16.963264]]
('N19', 'N203') [[16.963148]]
('N48', 'N245') [[16.963121]]
('N18', 'N109') [[16.963121]]
('N88', 'N136') [[16.963116]]
('N189', 'N238') [[16.963095]]
('N66', 'N194') [[16.963085]]
('N6', 'N77') [[16.963083]]
('N74', 'N123') [[16.962961]]
('N155', 'N196') [[16.962908]]
('N104', 'N122') [[16.962896]]
('N37', 'N208') [[16.96287]]
('N73', 'N140') [[16.96285]]
('N193', 'N212') [[16.962831]]
('N69', 'N76') [[16.962757]]
('N49', 'N62') [[16.962755]]
('N108', 'N110') [[16.962711]]
('N47', 'N161') [[16.962566]]
('N110', 'N111') [[16.962526]]
('N235', 'N237') [[16.962507]]
('N106', 'N206') [[16.962503]]
('N83', 'N160') [[16.962427]]
('N81', 'N185') [[16.962414]]
('N64', 'N99') [[16.962349]]
('N63', 'N172') [[16.962326]]
('N121', 'N245') [[16.962234]]
('N48', 'N95') [[16.962132]]
('N208', 'N215') [[16.962122]]
('N34', 'N206') [[16.962078]]
('N148', 'N166') [[16.962006]]
('N120', 'N200') [[16.961994]]
('N66', 'N81') [[16.961994]]
('N44', 'N111') [[16.961967]]
('N111', 'N242') [[16.961908]]
('N6', 'N57') [[16.961756]]
('N23', 'N163') [[16.961748]]
('N108', 'N174') [[16.961666]]
('N94', 'N206') [[16.961487]]
('N76', 'N146') [[16.961458]]
('N136', 'N166') [[16.961447]]
('N9', 'N200') [[16.961432]]
('N109', 'N238') [[16.961401]]
('N89', 'N216') [[16.961246]]
('N61', 'N138') [[16.961227]]
('N107', 'N139') [[16.961187]]
('N60', 'N103') [[16.961182]]
('N8', 'N105') [[16.961166]]
('N96', 'N229') [[16.961142]]
('N64', 'N172') [[16.96112]]
('N78', 'N104') [[16.96111]]
('N23', 'N196') [[16.961061]]
('N164', 'N204') [[16.960999]]
('N207', 'N232') [[16.960897]]
('N41', 'N185') [[16.960869]]
('N62', 'N195') [[16.960863]]
('N54', 'N160') [[16.960651]]
('N78', 'N96') [[16.960564]]
('N23', 'N209') [[16.960526]]
('N74', 'N253') [[16.960485]]
('N59', 'N70') [[16.960445]]
('N66', 'N127') [[16.960182]]
('N121', 'N124') [[16.960157]]
('N2', 'N102') [[16.960108]]
('N98', 'N116') [[16.959974]]
('N116', 'N183') [[16.959923]]
('N94', 'N150') [[16.959904]]
('N35', 'N155') [[16.95987]]
('N187', 'N244') [[16.959862]]
('N63', 'N229') [[16.959862]]
('N69', 'N232') [[16.959845]]
('N142', 'N238') [[16.959766]]
('N17', 'N239') [[16.95973]]
('N163', 'N185') [[16.959726]]
('N48', 'N141') [[16.959717]]
('N179', 'N229') [[16.959585]]
('N88', 'N150') [[16.959576]]
('N54', 'N168') [[16.959562]]
('N51', 'N225') [[16.959503]]
('N49', 'N197') [[16.959326]]
('N46', 'N159') [[16.959293]]
('N175', 'N198') [[16.959284]]
('N140', 'N223') [[16.959274]]
('N50', 'N59') [[16.959244]]
('N153', 'N181') [[16.959167]]
('N90', 'N203') [[16.959166]]
('N3', 'N251') [[16.958986]]
('N18', 'N37') [[16.958937]]
('N71', 'N207') [[16.958717]]
('N56', 'N77') [[16.958715]]
('N12', 'N168') [[16.958714]]
('N149', 'N208') [[16.958618]]
('N130', 'N216') [[16.958597]]
('N9', 'N76') [[16.958578]]
('N228', 'N234') [[16.958529]]
('N61', 'N159') [[16.958511]]
('N14', 'N171') [[16.958485]]
('N35', 'N113') [[16.95837]]
('N115', 'N124') [[16.958345]]
('N46', 'N108') [[16.958315]]
('N49', 'N60') [[16.958271]]
('N50', 'N159') [[16.958233]]
('N71', 'N229') [[16.958218]]
('N67', 'N203') [[16.95816]]
('N48', 'N123') [[16.95811]]
('N182', 'N213') [[16.958023]]
('N19', 'N189') [[16.957905]]
('N70', 'N218') [[16.957893]]
('N111', 'N184') [[16.95787]]
('N66', 'N138') [[16.957829]]
('N9', 'N196') [[16.957727]]
('N107', 'N109') [[16.957718]]
('N117', 'N187') [[16.957695]]
('N51', 'N242') [[16.957674]]
('N22', 'N88') [[16.957664]]
('N85', 'N107') [[16.957645]]
('N125', 'N172') [[16.957611]]
('N173', 'N196') [[16.957558]]
('N46', 'N244') [[16.95755]]
('N54', 'N139') [[16.957483]]
('N59', 'N228') [[16.957476]]
('N54', 'N78') [[16.957472]]
('N207', 'N216') [[16.957445]]
('N23', 'N27') [[16.95744]]
('N157', 'N238') [[16.95725]]
('N71', 'N123') [[16.957245]]
('N86', 'N202') [[16.957197]]
('N145', 'N205') [[16.957138]]
('N51', 'N150') [[16.95712]]
('N243', 'N250') [[16.9571]]
('N127', 'N153') [[16.957035]]
('N113', 'N177') [[16.956987]]
('N14', 'N40') [[16.95695]]
('N198', 'N225') [[16.95692]]
('N103', 'N241') [[16.956917]]
('N57', 'N221') [[16.956884]]
('N105', 'N112') [[16.956827]]
('N70', 'N174') [[16.956804]]
('N59', 'N81') [[16.956789]]
('N98', 'N186') [[16.956781]]
('N24', 'N239') [[16.956749]]
('N148', 'N201') [[16.956738]]
('N61', 'N174') [[16.956648]]
('N155', 'N180') [[16.956623]]
('N9', 'N81') [[16.956598]]
('N66', 'N130') [[16.956568]]
('N148', 'N214') [[16.956566]]
('N49', 'N83') [[16.956547]]
('N146', 'N204') [[16.956491]]
('N201', 'N244') [[16.956423]]
('N16', 'N90') [[16.95636]]
('N152', 'N212') [[16.956287]]
('N32', 'N231') [[16.956285]]
('N24', 'N214') [[16.956263]]
('N50', 'N51') [[16.956247]]
('N2', 'N35') [[16.956211]]
('N77', 'N242') [[16.9562]]
('N169', 'N247') [[16.956192]]
('N95', 'N125') [[16.956133]]
('N122', 'N214') [[16.956106]]
('N200', 'N211') [[16.956097]]
('N45', 'N224') [[16.95606]]
