('M0P1', 'M0P2') [[39.81325]]
('N119', 'N240') [[16.956013]]
('N186', 'N213') [[16.955841]]
('N170', 'N171') [[16.955788]]
('N67', 'N178') [[16.955688]]
('N56', 'N213') [[16.955656]]
('N12', 'N125') [[16.955647]]
('N81', 'N243') [[16.955559]]
('N58', 'N116') [[16.955528]]
('N2', 'N173') [[16.955492]]
('N95', 'N203') [[16.955446]]
('N29', 'N83') [[16.955412]]
('N129', 'N222') [[16.955387]]
('N39', 'N122') [[16.955349]]
('N25', 'N44') [[16.955244]]
('N114', 'N123') [[16.955233]]
('N202', 'N242') [[16.955204]]
('N109', 'N205') [[16.955175]]
('N208', 'N237') [[16.955147]]
('N154', 'N159') [[16.955046]]
('N49', 'N63') [[16.954937]]
('N49', 'N85') [[16.954664]]
('N41', 'N163') [[16.954638]]
('N141', 'N213') [[16.95448]]
('N157', 'N211') [[16.954449]]
('N3', 'N99') [[16.954391]]
('N42', 'N210') [[16.954199]]
('N31', 'N92') [[16.954046]]
('N130', 'N205') [[16.954006]]
('N155', 'N211') [[16.953976]]
('N50', 'N235') [[16.953959]]
('N54', 'N87') [[16.953875]]
('N58', 'N227') [[16.95387]]
('N69', 'N185') [[16.953747]]
('N27', 'N214') [[16.953745]]
('N87', 'N174') [[16.953737]]
('N51', 'N136') [[16.953732]]
('N123', 'N162') [[16.953663]]
('N159', 'N164') [[16.9536]]
('N71', 'N202') [[16.95354]]
('N29', 'N81') [[16.953499]]
('N101', 'N116') [[16.953428]]
('N134', 'N136') [[16.95332]]
('N36', 'N190') [[16.953312]]
('N163', 'N199') [[16.95324]]
('N59', 'N225') [[16.953232]]
('N12', 'N234') [[16.953213]]
('N24', 'N147') [[16.9532]]
('N14', 'N87') [[16.953102]]
('N97', 'N183') [[16.953041]]
('N56', 'N228') [[16.952858]]
('N55', 'N67') [[16.952806]]
('N196', 'M0P1') [[16.952799]]
('N40', 'N48') [[16.952696]]
('N80', 'N250') [[16.952694]]
('N49', 'N204') [[16.95265]]
('N105', 'N164') [[16.952625]]
('N31', 'N245') [[16.952606]]
('N120', 'N132') [[16.952486]]
('N67', 'N110') [[16.952286]]
('N161', 'N165') [[16.952234]]
('N43', 'N221') [[16.952202]]
('N211', 'N250') [[16.952139]]
('N57', 'N203') [[16.952106]]
('N186', 'N234') [[16.95208]]
('N69', 'N101') [[16.952078]]
('N45', 'N183') [[16.952045]]
('N149', 'N182') [[16.952034]]
('N158', 'N234') [[16.951963]]
('N8', 'N95') [[16.951921]]
('N172', 'N188') [[16.951878]]
('N12', 'N124') [[16.951845]]
('N2', 'N57') [[16.951757]]
('N1', 'N177') [[16.95175]]
('N177', 'N223') [[16.951555]]
('N12', 'N97') [[16.95146]]
('N106', 'N151') [[16.951328]]
('N68', 'N236') [[16.951258]]
('N164', 'N223') [[16.951252]]
('N112', 'N203') [[16.951237]]
('N95', 'N229') [[16.95123]]
('N48', 'N132') [[16.951155]]
('N107', 'N141') [[16.951145]]
('N114', 'N140') [[16.951113]]
('N7', 'N107') [[16.951088]]
('N87', 'N91') [[16.951036]]
('N167', 'N192') [[16.95095]]
('N14', 'N101') [[16.950937]]
('N107', 'N248') [[16.950897]]
('N31', 'N106') [[16.950872]]
('N8', 'N236') [[16.950733]]
('N7', 'N236') [[16.950693]]
('N116', 'N199') [[16.950691]]
('N43', 'N51') [[16.950489]]
('N50', 'N118') [[16.95048]]
('N82', 'N184') [[16.950426]]
('N4', 'N218') [[16.950424]]
('N138', 'N139') [[16.950392]]
('N41', 'N195') [[16.950327]]
('N114', 'N182') [[16.950293]]
('N56', 'N119') [[16.950275]]
('N41', 'N59') [[16.950268]]
('N52', 'N101') [[16.950176]]
('N69', 'N137') [[16.950123]]
('N63', 'N119') [[16.950117]]
('N12', 'N88') [[16.950117]]
('N60', 'N206') [[16.950079]]
('N29', 'N234') [[16.950031]]
('N139', 'N191') [[16.95001]]
('N157', 'N246') [[16.94998]]
('N80', 'N111') [[16.949907]]
('N202', 'N246') [[16.949873]]
('N205', 'N211') [[16.949831]]
('N9', 'N73') [[16.949797]]
('N117', 'N193') [[16.949795]]
('N122', 'N159') [[16.949757]]
('N127', 'N210') [[16.949656]]
('N29', 'N120') [[16.949623]]
('N12', 'N178') [[16.949587]]
('N184', 'N220') [[16.949533]]
('N60', 'N89') [[16.949528]]
('N207', 'N242') [[16.949522]]
('N53', 'N202') [[16.949364]]
('N65', 'N146') [[16.949326]]
('N36', 'N231') [[16.949299]]
('N95', 'N117') [[16.949211]]
('N217', 'N229') [[16.949192]]
('N42', 'N50') [[16.949184]]
('N3', 'N164') [[16.949041]]
('N136', 'N173') [[16.949007]]
('N92', 'N251') [[16.949]]
('N47', 'N56') [[16.948994]]
('N0', 'N45') [[16.948954]]
('N93', 'N119') [[16.948595]]
('N78', 'N230') [[16.948565]]
('N59', 'N229') [[16.948559]]
('N165', 'N181') [[16.948494]]
('N85', 'N239') [[16.948448]]
('N112', 'N127') [[16.94844]]
('N36', 'N252') [[16.948322]]
('N92', 'N148') [[16.948307]]
('N100', 'N227') [[16.948242]]
('N43', 'N151') [[16.94816]]
('N131', 'N146') [[16.948156]]
('N183', 'N243') [[16.948149]]
('N111', 'N249') [[16.948044]]
('N124', 'N225') [[16.947987]]
('N131', 'N148') [[16.947958]]
('N29', 'N159') [[16.947945]]
('N153', 'N164') [[16.947905]]
('N153', 'N212') [[16.947878]]
('N71', 'N112') [[16.947863]]
('N170', 'N221') [[16.947826]]
('N107', 'N122') [[16.947802]]
('N38', 'N185') [[16.947771]]
('N171', 'N228') [[16.94776]]
('N156', 'N212') [[16.947758]]
('N91', 'N210') [[16.94766]]
('N105', 'N165') [[16.947403]]
('N42', 'N211') [[16.947395]]
('N86', 'N100') [[16.94739]]
('N36', 'N148') [[16.947363]]
('N149', 'N235') [[16.947262]]
('N113', 'N134') [[16.94723]]
('N108', 'N242') [[16.947197]]
('N35', 'N221') [[16.947168]]
('N52', 'N65') [[16.947138]]
('N74', 'N103') [[16.947126]]
('N56', 'N151') [[16.947086]]
('N111', 'N172') [[16.947056]]
('N24', 'N249') [[16.94695]]
('N129', 'N253') [[16.946949]]
('N59', 'N231') [[16.946909]]
('N41', 'N160') [[16.946697]]
('N39', 'N189') [[16.94659]]
('N65', 'N194') [[16.946535]]
('N78', 'N173') [[16.94643]]
('N112', 'N181') [[16.946375]]
('N69', 'N110') [[16.946335]]
('N123', 'N201') [[16.946274]]
('N218', 'N252') [[16.946217]]
('N208', 'N238') [[16.94607]]
('N114', 'N235') [[16.945908]]
('N190', 'N237') [[16.945873]]
('N166', 'N238') [[16.945837]]
('N57', 'N100') [[16.9458]]
('N59', 'N108') [[16.945774]]
('N134', 'N234') [[16.945751]]
('N70', 'N241') [[16.945724]]
('N20', 'N244') [[16.945715]]
('N153', 'N203') [[16.94567]]
('N222', 'N226') [[16.945612]]
('N42', 'N127') [[16.945515]]
('N20', 'N34') [[16.945446]]
('N153', 'N195') [[16.945353]]
('N39', 'N98') [[16.945343]]
('N3', 'N128') [[16.945251]]
('N163', 'N229') [[16.94521]]
('N39', 'N166') [[16.945204]]
('N165', 'N184') [[16.945168]]
('N167', 'N236') [[16.94504]]
('N19', 'N231') [[16.945034]]
('N1', 'N205') [[16.945032]]
('N64', 'N202') [[16.944979]]
('N62', 'N173') [[16.944958]]
('N97', 'N145') [[16.944918]]
('N45', 'N69') [[16.944822]]
('N161', 'N225') [[16.944803]]
('N164', 'N171') [[16.944796]]
('N53', 'N217') [[16.94479]]
('N61', 'N218') [[16.944664]]
('N88', 'N90') [[16.944584]]
('N37', 'M0P2') [[16.944572]]
('N120', 'N155') [[16.944546]]
('N98', 'N251') [[16.944506]]
('N10', 'N85') [[16.944492]]
('N59', 'N210') [[16.944489]]
('N12', 'N102') [[16.944458]]
('N111', 'N116') [[16.9444]]
('N122', 'N171') [[16.944374]]
('N107', 'N175') [[16.944368]]
('N128', 'N199') [[16.944355]]
('N37', 'N106') [[16.944328]]
('N1', 'N67') [[16.944206]]
('N149', 'N224') [[16.944183]]
('N161', 'N195') [[16.944132]]
('N66', 'N132') [[16.944096]]
('N14', 'N98') [[16.944065]]
('N164', 'N179') [[16.94405]]
('N77', 'N229') [[16.944033]]
('N185', 'N250') [[16.94399]]
('N66', 'N122') [[16.943895]]
('N74', 'N185') [[16.943888]]
('N50', 'N190') [[16.943638]]
('N120', 'N166') [[16.943617]]
('N32', 'N109') [[16.943602]]
('N110', 'N118') [[16.943476]]
('N37', 'N108') [[16.943388]]
('N28', 'N67') [[16.943354]]
('N39', 'N214') [[16.94328]]
('N49', 'N112') [[16.943264]]
('N134', 'N222') [[16.943228]]
('N3', 'N132') [[16.943172]]
('N116', 'N144') [[16.94313]]
('N67', 'N179') [[16.943111]]
('N64', 'N212') [[16.942928]]
('N97', 'N229') [[16.94285]]
('N24', 'N141') [[16.942835]]
('N184', 'N244') [[16.942802]]
('N38', 'N205') [[16.942713]]
('N166', 'N228') [[16.942692]]
('N16', 'N250') [[16.942677]]
('N74', 'N148') [[16.94264]]
('N69', 'N213') [[16.942577]]
('N1', 'N141') [[16.942577]]
('N142', 'N182') [[16.942432]]
('N19', 'N104') [[16.942421]]
('N82', 'N202') [[16.9424]]
('N39', 'N120') [[16.942348]]
('N6', 'N180') [[16.942337]]
('N50', 'N225') [[16.942312]]
('N64', 'N70') [[16.94219]]
('N65', 'N136') [[16.942156]]
('N201', 'N242') [[16.942127]]
('N105', 'N229') [[16.942112]]
('N104', 'N155') [[16.942083]]
('N186', 'N223') [[16.942015]]
('N103', 'N178') [[16.942007]]
('N34', 'N127') [[16.941795]]
('N158', 'N189') [[16.94178]]
('N13', 'N117') [[16.941763]]
('N189', 'N223') [[16.941723]]
('N61', 'N193') [[16.941698]]
('N158', 'N229') [[16.941538]]
('N7', 'N62') [[16.941492]]
('N52', 'N206') [[16.94148]]
('N131', 'N152') [[16.941439]]
('N50', 'N88') [[16.941406]]
('N166', 'N173') [[16.941376]]
('N41', 'N56') [[16.941374]]
('N184', 'N202') [[16.94136]]
('N39', 'N82') [[16.941252]]
('N20', 'N189') [[16.941235]]
('N22', 'N36') [[16.941162]]
('N205', 'N213') [[16.94107]]
('N99', 'N115') [[16.941065]]
('N107', 'N119') [[16.941]]
('N105', 'N143') [[16.940985]]
('N124', 'N237') [[16.940977]]
('N37', 'N166') [[16.940945]]
('N134', 'N138') [[16.940914]]
('N135', 'N192') [[16.940815]]
('N89', 'N245') [[16.940765]]
('N23', 'N35') [[16.940754]]
('N51', 'N236') [[16.940739]]
('N136', 'N186') [[16.940714]]
('N117', 'N156') [[16.940697]]
('N20', 'N31') [[16.940533]]
('N96', 'N207') [[16.940516]]
('N221', 'N237') [[16.940378]]
('N30', 'N177') [[16.940348]]
('N43', 'N167') [[16.940327]]
('N94', 'N200') [[16.940296]]
('N90', 'N204') [[16.940214]]
('N131', 'N235') [[16.9402]]
('N179', 'N195') [[16.940155]]
('N94', 'N168') [[16.94009]]
('N49', 'N94') [[16.940084]]
('N161', 'N172') [[16.940025]]
('N138', 'N140') [[16.939995]]
('N84', 'N200') [[16.939953]]
('N9', 'N229') [[16.939915]]
('N98', 'N245') [[16.939846]]
('N93', 'N146') [[16.939825]]
('N99', 'N184') [[16.939749]]
('N140', 'N175') [[16.939741]]
('N24', 'N116') [[16.93974]]
('N104', 'N159') [[16.939678]]
('N30', 'N31') [[16.939651]]
('N40', 'N43') [[16.93965]]
('N145', 'N157') [[16.939598]]
('N51', 'N92') [[16.939531]]
('N122', 'N167') [[16.93948]]
('N57', 'N195') [[16.939474]]
('N68', 'N240') [[16.939404]]
('N52', 'N60') [[16.939352]]
('N20', 'N73') [[16.939302]]
('N104', 'N239') [[16.93925]]
('N202', 'N237') [[16.939198]]
('N171', 'N229') [[16.938965]]
('N80', 'N220') [[16.938908]]
('N81', 'N96') [[16.93889]]
('N62', 'N223') [[16.938833]]
('N182', 'N191') [[16.938824]]
('N7', 'N89') [[16.938822]]
('N89', 'N212') [[16.938812]]
('N49', 'N248') [[16.93871]]
('N62', 'N101') [[16.938486]]
('N48', 'N81') [[16.938412]]
('N71', 'N190') [[16.938375]]
('N160', 'N161') [[16.938374]]
('N81', 'N161') [[16.938366]]
('N66', 'N234') [[16.938301]]
('N7', 'N37') [[16.93827]]
('N188', 'M0P2') [[16.938133]]
('N110', 'N214') [[16.938042]]
('N12', 'N58') [[16.938023]]
('N50', 'N107') [[16.937998]]
('N46', 'N61') [[16.9379]]
('N167', 'N186') [[16.93773]]
('N20', 'N162') [[16.93766]]
('N145', 'N195') [[16.937511]]
('N1', 'N151') [[16.937494]]
('N49', 'N202') [[16.937443]]
('N12', 'N149') [[16.937332]]
('N175', 'N203') [[16.937202]]
('N54', 'N158') [[16.937176]]
('N174', 'N181') [[16.937153]]
('N123', 'N195') [[16.937067]]
('N98', 'N215') [[16.937048]]
('N3', 'N252') [[16.936983]]
('N49', 'N114') [[16.936844]]
('N67', 'N125') [[16.936728]]
('N71', 'N223') [[16.936596]]
('N46', 'N168') [[16.93658]]
('N24', 'N105') [[16.93658]]
('N113', 'N141') [[16.936556]]
('N194', 'N230') [[16.936531]]
('N220', 'N229') [[16.936516]]
('N9', 'N59') [[16.936478]]
('N93', 'N116') [[16.936434]]
('N19', 'N228') [[16.936413]]
('N79', 'N165') [[16.936373]]
('N31', 'N172') [[16.936369]]
('N160', 'N248') [[16.93631]]
('N49', 'N54') [[16.936152]]
('N22', 'N226') [[16.93614]]
('N195', 'N221') [[16.936068]]
('N30', 'N201') [[16.936068]]
('N154', 'N241') [[16.936056]]
('N75', 'N238') [[16.936024]]
('N101', 'N199') [[16.93602]]
('N52', 'N185') [[16.936016]]
('N13', 'N210') [[16.936003]]
('N8', 'N172') [[16.93599]]
('N142', 'N231') [[16.935925]]
('N38', 'N68') [[16.935797]]
('N12', 'N31') [[16.935757]]
('N25', 'N170') [[16.935585]]
('N106', 'N168') [[16.935574]]
('N13', 'N46') [[16.93554]]
('N88', 'N239') [[16.935493]]
('N124', 'N167') [[16.935469]]
('N94', 'N198') [[16.935442]]
('N33', 'N193') [[16.935442]]
('N99', 'N140') [[16.93535]]
('N60', 'N87') [[16.935268]]
('N160', 'N209') [[16.935219]]
('N124', 'N232') [[16.9352]]
('N135', 'N172') [[16.93513]]
('N195', 'N213') [[16.935112]]
('N12', 'N208') [[16.935045]]
('N6', 'N88') [[16.93502]]
('N84', 'N120') [[16.935017]]
('N202', 'M0P2') [[16.935005]]
('N8', 'N12') [[16.934944]]
('N193', 'N194') [[16.934935]]
('N57', 'N253') [[16.934908]]
('N46', 'N139') [[16.934853]]
('N43', 'N97') [[16.934757]]
('N70', 'N109') [[16.93465]]
('N31', 'N212') [[16.934576]]
('N80', 'N246') [[16.934452]]
('N72', 'N122') [[16.934404]]
('N84', 'N117') [[16.934383]]
('N56', 'N157') [[16.93413]]
('N47', 'N203') [[16.934113]]
('N157', 'N230') [[16.934097]]
('N61', 'N191') [[16.934095]]
('N109', 'N186') [[16.933966]]
('N80', 'N251') [[16.933952]]
('N24', 'N111') [[16.933928]]
('N15', 'N67') [[16.933916]]
('N79', 'N231') [[16.93391]]
('N13', 'N75') [[16.933775]]
('N14', 'N213') [[16.933737]]
('N127', 'N225') [[16.933722]]
('N108', 'N180') [[16.933693]]
('N105', 'N209') [[16.93327]]
('N46', 'N92') [[16.933193]]
('N1', 'N127') [[16.933159]]
('N42', 'N238') [[16.933155]]
('N75', 'N99') [[16.933123]]
('N123', 'N240') [[16.933027]]
('N172', 'N215') [[16.93301]]
('N13', 'N154') [[16.932978]]
('N175', 'N205') [[16.932955]]
('N39', 'N93') [[16.93288]]
('N63', 'N107') [[16.932865]]
('N125', 'N246') [[16.932854]]
('N222', 'N234') [[16.932737]]
('N78', 'N203') [[16.9327]]
('N119', 'N127') [[16.932646]]
('N19', 'N31') [[16.932558]]
('N29', 'N211') [[16.932552]]
('N97', 'N138') [[16.93238]]
('N222', 'N250') [[16.932379]]
('N36', 'N247') [[16.932346]]
('N125', 'N226') [[16.932343]]
('N98', 'N230') [[16.932283]]
('N39', 'N211') [[16.932251]]
('N47', 'N125') [[16.932217]]
('N136', 'N188') [[16.932175]]
('N142', 'N192') [[16.932058]]
('N179', 'N200') [[16.93205]]
('N30', 'N107') [[16.931915]]
('N5', 'N121') [[16.931906]]
('N28', 'N106') [[16.931772]]
('N219', 'N224') [[16.931767]]
('N5', 'N64') [[16.931753]]
('N7', 'N73') [[16.931698]]
('N54', 'N226') [[16.931648]]
('N93', 'N148') [[16.931437]]
('N116', 'N206') [[16.931427]]
('N159', 'N223') [[16.931387]]
('N80', 'N102') [[16.931347]]
('N235', 'M0P1') [[16.931345]]
('N109', 'N223') [[16.93123]]
('N149', 'N212') [[16.931168]]
('N103', 'N182') [[16.93115]]
('N130', 'N192') [[16.930979]]
('N141', 'N186') [[16.93093]]
('N37', 'N187') [[16.930914]]
('N52', 'N146') [[16.930904]]
('N49', 'N138') [[16.930843]]
('N108', 'N130') [[16.930796]]
('N112', 'N248') [[16.930788]]
('N54', 'N171') [[16.930788]]
('N162', 'N224') [[16.930693]]
('N186', 'N187') [[16.930565]]
('N67', 'N70') [[16.930544]]
('N31', 'N185') [[16.930437]]
('N25', 'N190') [[16.93031]]
('N23', 'N66') [[16.930265]]
('N210', 'N250') [[16.93014]]
('N28', 'N52') [[16.930061]]
('N2', 'N159') [[16.930038]]
('N179', 'N228') [[16.929949]]
('N87', 'N89') [[16.929892]]
('N24', 'N165') [[16.929646]]
('N195', 'N244') [[16.929485]]
('N132', 'N238') [[16.92944]]
('N68', 'N129') [[16.929401]]
('N111', 'N154') [[16.9294]]
('N100', 'N224') [[16.929392]]
('N121', 'N169') [[16.929382]]
('N23', 'N158') [[16.929321]]
('N98', 'N248') [[16.929312]]
('N14', 'N178') [[16.929287]]
('N123', 'N237') [[16.929253]]
('N47', 'N155') [[16.929235]]
('N65', 'N241') [[16.929201]]
('N153', 'N201') [[16.92915]]
('N103', 'N205') [[16.929136]]
('N29', 'N67') [[16.929031]]
('N78', 'N216') [[16.929028]]
('N87', 'N163') [[16.929]]
('N10', 'N209') [[16.928991]]
('N168', 'N205') [[16.928967]]
('N93', 'N212') [[16.928877]]
('N23', 'N136') [[16.928722]]
('N24', 'N172') [[16.928595]]
('N93', 'N127') [[16.928564]]
('N202', 'N218') [[16.928556]]
('N48', 'N243') [[16.928513]]
('N12', 'N171') [[16.92848]]
('N63', 'N202') [[16.928453]]
('N118', 'N194') [[16.928411]]
('N101', 'N195') [[16.928387]]
('N17', 'N227') [[16.928354]]
('N34', 'N109') [[16.928217]]
('N196', 'N214') [[16.928158]]
('N60', 'N213') [[16.928146]]
('N139', 'N227') [[16.928083]]
('N49', 'N153') [[16.927998]]
('N136', 'N205') [[16.927954]]
('N24', 'N175') [[16.927944]]
('N115', 'N141') [[16.927813]]
('N14', 'N179') [[16.927732]]
('N43', 'N67') [[16.927673]]
('N45', 'N207') [[16.927652]]
('N139', 'N147') [[16.92762]]
('N159', 'N165') [[16.927614]]
('N49', 'N190') [[16.92752]]
('N212', 'N213') [[16.927498]]
('N148', 'N175') [[16.927464]]
('N41', 'N143') [[16.92742]]
('N39', 'N234') [[16.927326]]
('N65', 'N208') [[16.927303]]
('N39', 'N236') [[16.92725]]
('N106', 'N207') [[16.927246]]
('N152', 'N232') [[16.927069]]
('N227', 'N238') [[16.927036]]
('N204', 'N218') [[16.927008]]
('N186', 'N225') [[16.926989]]
('N73', 'N120') [[16.926958]]
('N151', 'N175') [[16.926943]]
('N178', 'N198') [[16.926935]]
('N87', 'N131') [[16.926918]]
('N20', 'N229') [[16.926771]]
('N48', 'N74') [[16.926762]]
('N19', 'N248') [[16.926647]]
('N2', 'N143') [[16.92662]]
('N50', 'N238') [[16.926552]]
('N34', 'N110') [[16.926441]]
('N118', 'N119') [[16.926352]]
('N155', 'N199') [[16.926346]]
('N201', 'N211') [[16.926336]]
('N179', 'N206') [[16.926298]]
('N50', 'N93') [[16.926283]]
('N108', 'N116') [[16.92625]]
('N76', 'N236') [[16.926218]]
('N83', 'N220') [[16.926086]]
('N19', 'N79') [[16.926075]]
('N127', 'N228') [[16.925867]]
('N29', 'N240') [[16.925793]]
('N74', 'N127') [[16.925787]]
('N83', 'N109') [[16.925785]]
('N51', 'N168') [[16.925785]]
('N24', 'N186') [[16.925673]]
('N135', 'N212') [[16.925596]]
('N14', 'N37') [[16.925533]]
('N86', 'N174') [[16.925467]]
('N93', 'N130') [[16.925406]]
('N158', 'N192') [[16.925398]]
('N51', 'N84') [[16.925379]]
('N7', 'N171') [[16.92534]]
('N66', 'N241') [[16.925194]]
('N25', 'N136') [[16.92517]]
('N25', 'N160') [[16.925123]]
('N158', 'N206') [[16.925047]]
('N29', 'N172') [[16.925024]]
('N44', 'N127') [[16.92501]]
('N34', 'N74') [[16.924969]]
('N141', 'N202') [[16.92481]]
('N97', 'N118') [[16.924747]]
('N18', 'N182') [[16.924679]]
('N67', 'N118') [[16.924616]]
('N127', 'N140') [[16.924564]]
('N9', 'N48') [[16.92447]]
('N225', 'N240') [[16.92444]]
('N82', 'N165') [[16.924328]]
('N172', 'N191') [[16.924236]]
('N92', 'N231') [[16.92423]]
('N24', 'N125') [[16.924204]]
('N68', 'N165') [[16.924202]]
('N142', 'N234') [[16.924147]]
('N83', 'N231') [[16.924068]]
('N4', 'N51') [[16.92403]]
('N237', 'N243') [[16.923918]]
('N185', 'N229') [[16.923798]]
('N51', 'N97') [[16.923758]]
('N67', 'N198') [[16.923746]]
('N135', 'N179') [[16.923622]]
('N104', 'N203') [[16.923605]]
('N28', 'N54') [[16.923569]]
('N42', 'N62') [[16.923536]]
('N119', 'N196') [[16.9235]]
('N115', 'N206') [[16.923464]]
('N50', 'N119') [[16.923452]]
('N41', 'N174') [[16.923399]]
('N9', 'N243') [[16.923307]]
('N33', 'N60') [[16.923267]]
('N32', 'N156') [[16.923216]]
('N122', 'N174') [[16.923214]]
('N110', 'N201') [[16.923212]]
('N7', 'N140') [[16.923006]]
('N130', 'N236') [[16.922977]]
('N72', 'N211') [[16.922915]]
('N65', 'N218') [[16.922857]]
('N47', 'N166') [[16.92281]]
('N79', 'N236') [[16.922808]]
('N31', 'N171') [[16.922724]]
('N84', 'N174') [[16.922668]]
('N167', 'N175') [[16.922663]]
('N84', 'N149') [[16.922543]]
('N28', 'N186') [[16.922539]]
('N4', 'N181') [[16.92238]]
('N40', 'N62') [[16.922356]]
('N125', 'N158') [[16.922163]]
('N95', 'N210') [[16.922153]]
('N86', 'N205') [[16.922142]]
('N198', 'N210') [[16.9221]]
('N7', 'N65') [[16.92206]]
('N106', 'N156') [[16.922052]]
('N147', 'N204') [[16.922014]]
('N148', 'N160') [[16.922007]]
('N72', 'N251') [[16.921976]]
('N201', 'N234') [[16.92196]]
('N48', 'N221') [[16.921928]]
('N41', 'N234') [[16.92173]]
('N31', 'N180') [[16.921494]]
('N12', 'N84') [[16.921362]]
('N71', 'N250') [[16.92135]]
('N1', 'N231') [[16.92134]]
('N6', 'N97') [[16.92113]]
('N124', 'N153') [[16.921059]]
('N147', 'N205') [[16.921017]]
('N18', 'N220') [[16.920963]]
('N161', 'N207') [[16.92094]]
('N112', 'N240') [[16.92091]]
('N74', 'N110') [[16.920797]]
('N7', 'N127') [[16.920757]]
('N175', 'N229') [[16.920742]]
('N95', 'N167') [[16.920597]]
('N57', 'N146') [[16.920551]]
('N26', 'N239') [[16.92047]]
('N22', 'N221') [[16.92039]]
('N209', 'N252') [[16.92024]]
('N19', 'N229') [[16.920164]]
('N21', 'N88') [[16.920134]]
('N201', 'N203') [[16.920132]]
('N151', 'N195') [[16.920095]]
('N140', 'N228') [[16.920082]]
('N107', 'N186') [[16.919989]]
('N10', 'N19') [[16.919842]]
('N31', 'N73') [[16.919825]]
('N178', 'N235') [[16.91982]]
('N214', 'N220') [[16.919811]]
('N175', 'N212') [[16.91975]]
('N18', 'N142') [[16.919714]]
('N178', 'N204') [[16.919693]]
('N56', 'N83') [[16.91966]]
('N0', 'N162') [[16.91966]]
('N144', 'N211') [[16.919647]]
('N49', 'N58') [[16.91963]]
('N126', 'N147') [[16.91962]]
('N116', 'N180') [[16.919565]]
('N152', 'N248') [[16.919558]]
('N123', 'N228') [[16.919514]]
('N241', 'N246') [[16.919477]]
('N141', 'N217') [[16.91946]]
('N192', 'N233') [[16.919353]]
('N43', 'N177') [[16.919334]]
('N9', 'N20') [[16.91927]]
('N70', 'N189') [[16.919254]]
('N173', 'N218') [[16.919178]]
('N5', 'N198') [[16.919117]]
('N108', 'N183') [[16.919107]]
('N66', 'N238') [[16.919058]]
('N22', 'N229') [[16.919054]]
('N208', 'N212') [[16.919048]]
('N189', 'N191') [[16.919043]]
('N151', 'N218') [[16.919022]]
('N209', 'N224') [[16.918915]]
('N109', 'N234') [[16.918827]]
('N22', 'N214') [[16.918814]]
('N80', 'N182') [[16.918743]]
('N51', 'N114') [[16.91859]]
('N78', 'N165') [[16.91849]]
('N3', 'M0P2') [[16.918354]]
('N82', 'N214') [[16.918316]]
('N22', 'N63') [[16.918287]]
('N201', 'M0P1') [[16.918226]]
('N93', 'N169') [[16.918112]]
('N165', 'N236') [[16.918026]]
('N103', 'N230') [[16.918007]]
('N42', 'N217') [[16.918]]
('N205', 'N208') [[16.917889]]
('N71', 'N199') [[16.917875]]
('N108', 'N155') [[16.917854]]
('N10', 'N197') [[16.91776]]
('N90', 'N165') [[16.917608]]
('N38', 'N233') [[16.917606]]
('N166', 'N221') [[16.9176]]
('N33', 'N101') [[16.917519]]
('N25', 'N144') [[16.917496]]
('N34', 'N212') [[16.917456]]
('N104', 'N238') [[16.917343]]
('N59', 'N205') [[16.917332]]
('N100', 'N108') [[16.917303]]
('N118', 'N134') [[16.917284]]
('N37', 'N59') [[16.917278]]
('N193', 'N247') [[16.91724]]
('N13', 'N81') [[16.917187]]
('N53', 'N234') [[16.917166]]
('N47', 'N209') [[16.917162]]
